customerID,gender,SeniorCitizen,Partner,tenure,Contract,MonthlyCharges,TotalCharges,InternetService,TechSupport,Churn,churn_probability,risk_segment
2824-MYYBN,Female,No,Yes,37,Month-to-month,95.25,3314.15,Fiber optic,No,0,0.6658255074115667,Medium Risk
0875-CABNR,Female,Yes,No,10,Month-to-month,84.6,865.55,Fiber optic,No,1,0.5907601465708209,Medium Risk
6345-HOVES,Male,No,No,34,Month-to-month,25.05,852.7,DSL,No,0,0.4173084946370904,Medium Risk
8318-LCNBW,Male,No,Yes,35,One year,53.15,1930.9,DSL,No,0,0.05732289422731772,Low Risk
6469-QJKZW,Female,No,Yes,4,Month-to-month,20.15,91.4,No,No internet service,0,0.3827253277510971,Low Risk
0147-ESWWR,Female,Yes,Yes,39,Month-to-month,101.25,3949.15,Fiber optic,Yes,0,0.634370966473302,Medium Risk
1217-VASWC,Male,Yes,Yes,43,One year,100.55,4304.0,Fiber optic,No,0,0.31584596343790805,Low Risk
7812-FZHPE,Female,No,Yes,17,Month-to-month,24.1,409.9,No,No internet service,1,0.1319487512578307,Low Risk
6370-ZVHDV,Female,No,Yes,61,Two year,25.3,1554.9,No,No internet service,0,0.010476385164519948,Low Risk
5915-DGNVC,Female,No,Yes,49,One year,71.8,3472.05,DSL,No,0,0.03080730370868262,Low Risk
6260-XLACS,Male,No,No,4,One year,19.7,117.8,No,No internet service,0,0.08813079587097114,Low Risk
3566-CAAYU,Female,No,Yes,64,Two year,49.85,3210.35,DSL,Yes,0,0.009185178825819876,Low Risk
4983-CCWMC,Male,No,No,3,Month-to-month,69.6,207.4,Fiber optic,No,0,0.7240707017428051,High Risk
9103-CXVOK,Male,No,Yes,1,Month-to-month,19.75,19.75,No,No internet service,0,0.3278241090808331,Low Risk
2896-TBNBE,Male,No,Yes,40,One year,80.8,3132.75,Fiber optic,No,0,0.14120078618974152,Low Risk
4797-AXPXK,Female,No,No,1,Month-to-month,60.0,60.0,DSL,Yes,1,0.3609947797069155,Low Risk
5229-PRWKT,Male,No,No,8,Month-to-month,86.55,649.65,Fiber optic,No,1,0.8364864347596503,High Risk
6982-UQZLY,Female,Yes,Yes,1,Month-to-month,20.85,20.85,No,No internet service,1,0.4160160674789412,Medium Risk
2522-WLNSF,Female,Yes,Yes,34,One year,64.2,2106.3,DSL,Yes,0,0.09949211395492145,Low Risk
3841-CONLJ,Female,No,Yes,1,Month-to-month,35.0,35.0,DSL,No,0,0.8469556101421725,High Risk
5057-LCOUI,Female,No,No,39,Month-to-month,50.75,2011.4,DSL,No,1,0.5338199459179436,Medium Risk
0193-ESZXP,Female,Yes,Yes,58,One year,105.5,6205.5,Fiber optic,Yes,1,0.07958541368413316,Low Risk
4475-NVTLU,Male,No,Yes,45,Two year,19.2,903.7,No,No internet service,0,0.004612991108727506,Low Risk
4369-HTUIF,Male,Yes,No,6,Month-to-month,85.15,503.6,Fiber optic,No,1,0.6916541253334731,Medium Risk
9386-LDCZR,Male,No,No,43,One year,90.65,3882.3,Fiber optic,Yes,0,0.04180841052044987,Low Risk
9585-KKMFD,Male,No,Yes,41,Two year,20.0,879.8,No,No internet service,0,0.004295551449040919,Low Risk
5399-ZIMKF,Male,No,No,5,Month-to-month,74.65,383.65,Fiber optic,No,0,0.6207909627387053,Medium Risk
0336-KXKFK,Male,No,No,72,Two year,61.2,4390.25,DSL,Yes,0,0.012047052145174722,Low Risk
5619-XZZKR,Male,No,No,4,One year,19.95,68.2,No,No internet service,0,0.13126710064710476,Low Risk
3948-FVVRP,Male,No,Yes,9,Month-to-month,54.8,452.8,DSL,Yes,0,0.11518312849972036,Low Risk
5327-XOKKY,Male,Yes,Yes,72,Two year,73.45,5329.0,DSL,No,0,0.019156286275307802,Low Risk
0983-TATYJ,Female,No,Yes,33,One year,51.45,1758.9,DSL,Yes,0,0.05004748939780698,Low Risk
1813-JYWTO,Female,No,Yes,72,Two year,80.45,5737.6,Fiber optic,No,0,0.07165686710172067,Low Risk
0156-FVPTA,Male,No,Yes,22,Month-to-month,54.2,1152.7,DSL,Yes,1,0.11089157165935967,Low Risk
1984-FCOWB,Female,No,Yes,70,One year,109.5,7674.55,Fiber optic,Yes,1,0.2562699248667478,Low Risk
0654-HMSHN,Male,No,Yes,21,Month-to-month,104.4,2157.95,Fiber optic,No,1,0.4890862834023135,Medium Risk
6719-OXYBR,Male,No,No,15,Month-to-month,85.3,1219.85,Fiber optic,No,0,0.6725547389892071,Medium Risk
3312-ZWLGF,Male,Yes,Yes,29,Month-to-month,79.3,2414.55,Fiber optic,Yes,0,0.34536290417116927,Low Risk
6476-YHMGA,Female,No,Yes,15,Month-to-month,76.5,1155.6,DSL,Yes,0,0.1741707353133244,Low Risk
5287-QWLKY,Male,Yes,Yes,71,Month-to-month,105.1,7548.1,Fiber optic,No,1,0.21762643785971436,Low Risk
0795-XCCTE,Male,Yes,No,72,Two year,25.4,1809.35,No,No internet service,0,0.0056495203889214305,Low Risk
0168-XZKBB,Female,No,Yes,19,Month-to-month,86.85,1564.4,Fiber optic,No,0,0.7878564140315264,High Risk
3785-NRHYR,Male,No,No,1,Month-to-month,19.65,19.65,No,No internet service,0,0.3758620186288308,Low Risk
5196-SGOAK,Female,No,No,1,Month-to-month,75.7,75.7,Fiber optic,No,1,0.8932109902353977,High Risk
4537-DKTAL,Female,No,No,2,Month-to-month,45.55,84.4,DSL,No,0,0.7305498757507182,High Risk
7072-MBHEV,Female,Yes,Yes,11,Month-to-month,78.1,864.85,Fiber optic,No,0,0.39774648945583174,Low Risk
5602-BVFMK,Female,No,No,12,One year,19.3,228.75,No,No internet service,0,0.08963245135515904,Low Risk
6297-NOOPG,Female,No,Yes,70,Two year,110.5,7752.05,Fiber optic,Yes,0,0.14997009870378847,Low Risk
1891-UAWWU,Female,Yes,Yes,20,Month-to-month,90.8,1951.0,Fiber optic,No,1,0.6392506321842498,Medium Risk
8204-TIFGJ,Female,No,No,23,Month-to-month,20.3,470.6,No,No internet service,0,0.3058134350089506,Low Risk
8050-DVOJX,Male,Yes,No,49,Two year,81.35,4060.9,DSL,Yes,0,0.009079280107267353,Low Risk
6108-OQZDQ,Female,No,Yes,4,Month-to-month,97.95,384.5,Fiber optic,No,1,0.7228656987271389,High Risk
0363-QJVFX,Male,No,No,32,Month-to-month,108.15,3432.9,Fiber optic,Yes,1,0.2495896854094482,Low Risk
8903-XEBGX,Male,No,No,2,Month-to-month,55.3,108.65,DSL,No,0,0.6397508491447689,Medium Risk
8169-SAEJD,Male,Yes,Yes,69,Two year,56.55,3952.65,DSL,No,0,0.010606336373572051,Low Risk
9840-DVNDC,Male,No,No,6,Month-to-month,80.5,463.05,Fiber optic,No,1,0.7060412226326729,High Risk
1089-XZWHH,Female,No,Yes,24,Two year,19.7,494.05,No,No internet service,0,0.012645974780201292,Low Risk
2325-WINES,Female,No,No,32,One year,104.05,3416.85,Fiber optic,No,0,0.2979702733412892,Low Risk
6064-ZATLR,Female,No,No,27,Two year,52.85,1498.65,DSL,No,0,0.028246446280992155,Low Risk
3096-JRDSO,Female,Yes,Yes,27,Month-to-month,104.3,2867.75,Fiber optic,Yes,1,0.518807864468865,Medium Risk
7824-PANSQ,Male,No,No,58,Month-to-month,80.65,4807.35,Fiber optic,Yes,0,0.4233914393521883,Medium Risk
8042-JVNFH,Male,No,No,1,Month-to-month,71.35,71.35,Fiber optic,No,1,0.8612707457303622,High Risk
9648-BCHKM,Female,No,Yes,18,Two year,24.65,471.35,No,No internet service,0,0.022622909671040043,Low Risk
2888-ADFAO,Female,No,Yes,47,Two year,21.3,1041.8,No,No internet service,0,0.010893987213903535,Low Risk
8707-HOEDG,Female,No,Yes,70,Two year,110.2,7689.8,Fiber optic,Yes,0,0.09775919235348365,Low Risk
3374-LXDEV,Female,No,No,13,Month-to-month,89.4,1132.35,Fiber optic,Yes,1,0.49335889401423316,Medium Risk
4072-IPYLT,Female,No,Yes,36,Month-to-month,51.05,1815.0,DSL,No,0,0.07071135226601866,Low Risk
7167-PCEYD,Male,No,No,67,Two year,19.8,1311.3,No,No internet service,0,0.002240015646230785,Low Risk
4936-YPJNK,Female,No,No,10,Month-to-month,19.9,199.45,No,No internet service,0,0.275475334693066,Low Risk
1580-BMCMR,Male,Yes,No,19,Month-to-month,87.3,1637.3,Fiber optic,No,0,0.5381604917933646,Medium Risk
4817-KEQSP,Female,No,Yes,71,Two year,19.85,1326.35,No,No internet service,0,0.002513995588803942,Low Risk
6408-WHTEF,Male,No,Yes,72,Two year,89.4,6376.55,DSL,Yes,0,0.005188731116742825,Low Risk
9251-AWQGT,Female,No,Yes,48,Two year,20.0,935.9,No,No internet service,0,0.003721003124976862,Low Risk
8749-CLJXC,Male,No,No,1,Month-to-month,20.05,20.05,No,No internet service,0,0.3882948697184934,Low Risk
7989-VCQOH,Male,No,Yes,18,Month-to-month,83.25,1611.15,DSL,Yes,0,0.12974591322118048,Low Risk
5049-GLYVG,Male,No,No,1,Month-to-month,20.6,20.6,No,No internet service,1,0.4056271855780941,Medium Risk
4199-QHJNM,Male,Yes,Yes,67,Two year,102.9,6989.7,Fiber optic,Yes,0,0.09742093751332459,Low Risk
8882-TLVRW,Male,No,Yes,69,Two year,39.1,2779.5,DSL,Yes,0,0.0015142652252194703,Low Risk
5883-GTGVD,Male,No,No,19,Month-to-month,99.95,1931.75,Fiber optic,No,1,0.6839309538130426,Medium Risk
5135-GRQJV,Male,Yes,Yes,72,Two year,114.5,8331.95,Fiber optic,Yes,0,0.040004093132969695,Low Risk
2384-OVPSA,Female,Yes,No,38,Two year,20.2,735.9,No,No internet service,0,0.011375585432288941,Low Risk
1371-WEPDS,Male,Yes,Yes,40,One year,55.8,2283.3,DSL,No,0,0.08616038712255489,Low Risk
3580-GICBM,Female,No,Yes,61,Two year,24.2,1445.2,No,No internet service,0,0.0028035050410189,Low Risk
4817-QRJSX,Female,No,No,10,Month-to-month,81.0,818.05,Fiber optic,No,1,0.6099332166198184,Medium Risk
9730-DRTMJ,Male,No,Yes,32,One year,72.8,2333.05,DSL,Yes,0,0.04651950603345548,Low Risk
4686-UXDML,Female,No,No,21,Month-to-month,99.85,1992.55,Fiber optic,No,0,0.6760660315308146,Medium Risk
3349-ANQNH,Female,Yes,No,59,One year,99.5,5890.0,Fiber optic,No,0,0.4376353949253033,Medium Risk
2398-YPMUR,Female,Yes,Yes,13,Month-to-month,70.15,916.75,Fiber optic,No,1,0.6491688632904703,Medium Risk
0932-YIXYU,Female,No,No,47,Two year,20.25,1029.8,No,No internet service,0,0.007588534832495832,Low Risk
7480-SPLEF,Male,No,Yes,69,Two year,26.0,1796.55,No,No internet service,0,0.004299889710818475,Low Risk
7636-XUHWW,Male,No,No,2,Month-to-month,19.9,33.7,No,No internet service,0,0.37438658843237127,Low Risk
1431-CYWMH,Female,No,Yes,22,Month-to-month,19.05,454.05,No,No internet service,0,0.1536894367011752,Low Risk
5937-EORGB,Male,Yes,Yes,15,Month-to-month,96.5,1392.25,Fiber optic,No,0,0.5636333930259405,Medium Risk
6349-JDHQP,Female,No,No,53,Two year,19.85,1049.6,No,No internet service,0,0.005452199498688922,Low Risk
5539-HIVAK,Female,Yes,Yes,28,Month-to-month,25.7,734.6,No,No internet service,0,0.1310500802322489,Low Risk
5847-MXBEO,Male,No,No,22,One year,20.3,475.1,No,No internet service,0,0.04618768192134182,Low Risk
9985-MWVIX,Female,No,No,1,Month-to-month,70.15,70.15,Fiber optic,No,1,0.889196025594293,High Risk
4583-PARNH,Male,Yes,Yes,16,Month-to-month,91.55,1540.05,Fiber optic,Yes,0,0.4376470715896556,Medium Risk
1116-FRYVH,Female,No,Yes,48,Two year,39.4,1978.65,DSL,Yes,0,0.0034846166756524206,Low Risk
1421-HCERK,Male,Yes,Yes,30,Month-to-month,105.7,3181.8,Fiber optic,Yes,0,0.33508057913354,Low Risk
9633-XQABV,Female,No,No,3,Month-to-month,70.25,229.7,Fiber optic,No,0,0.821251161801741,High Risk
0716-BQNDX,Male,Yes,No,57,Two year,93.75,5625.55,Fiber optic,Yes,0,0.0456576697386692,Low Risk
1265-XTECC,Female,Yes,Yes,68,One year,96.55,6581.9,Fiber optic,No,1,0.11639207111345644,Low Risk
1183-CANVH,Female,No,Yes,23,One year,60.0,1347.15,DSL,Yes,0,0.16295361139714293,Low Risk
1972-XMUWV,Female,No,Yes,65,Two year,59.8,3808.2,DSL,Yes,0,0.011207255608294244,Low Risk
8679-LZBMD,Male,No,Yes,44,One year,90.65,3974.15,Fiber optic,No,0,0.4088121172784131,Medium Risk
3407-JMJQQ,Female,No,Yes,71,Two year,109.0,7661.8,Fiber optic,No,0,0.10326561146133546,Low Risk
6252-DFGTK,Female,No,Yes,37,One year,68.1,2479.25,DSL,Yes,0,0.04075705293756124,Low Risk
1539-LNKHM,Female,No,No,12,Month-to-month,20.4,266.6,No,No internet service,0,0.2397839039355666,Low Risk
8645-KOMJQ,Male,No,Yes,69,Two year,81.95,5601.4,DSL,Yes,0,0.013828616333583092,Low Risk
0289-IVARM,Female,No,No,35,Month-to-month,60.55,1982.6,DSL,No,0,0.14464987767247314,Low Risk
9761-XUJWD,Male,No,No,5,Month-to-month,65.6,339.9,DSL,Yes,0,0.4717514248395051,Medium Risk
4057-FKCZK,Male,No,Yes,58,Two year,82.5,4828.05,Fiber optic,No,0,0.08358850334373161,Low Risk
4291-TPNFG,Male,No,Yes,72,Two year,82.3,5980.55,DSL,Yes,0,0.015307767527395778,Low Risk
6087-YPWHO,Male,No,Yes,72,Two year,68.15,4808.7,DSL,Yes,0,0.0023537677914279315,Low Risk
3090-QFUVD,Female,No,No,1,Month-to-month,20.3,20.3,No,No internet service,0,0.45656837207292617,Medium Risk
2237-ZFSMY,Female,No,No,39,One year,95.55,3692.85,Fiber optic,Yes,1,0.1571584204616205,Low Risk
1722-LDZJS,Male,No,Yes,53,One year,20.2,1068.15,No,No internet service,0,0.005189365557592959,Low Risk
1818-ESQMW,Female,No,No,27,Month-to-month,89.2,2383.6,Fiber optic,Yes,0,0.49814977490602647,Medium Risk
4871-JTKJF,Female,Yes,No,1,Month-to-month,69.65,69.65,Fiber optic,No,1,0.9146596530442448,High Risk
1415-YFWLT,Female,Yes,No,1,Month-to-month,89.3,89.3,Fiber optic,No,1,0.9488224382625599,High Risk
7401-RUBNK,Female,No,Yes,18,Month-to-month,74.8,1438.05,Fiber optic,No,0,0.3667398884241611,Low Risk
0506-YLVKJ,Male,No,Yes,46,Two year,20.2,917.45,No,No internet service,0,0.0035381857486819694,Low Risk
8661-BOYNW,Female,No,Yes,72,Two year,84.4,6096.45,DSL,Yes,0,0.012709099419400429,Low Risk
6711-VTNRE,Female,No,No,36,Month-to-month,87.55,3078.1,Fiber optic,Yes,1,0.416956481801591,Medium Risk
4815-GBTCD,Female,No,Yes,4,Month-to-month,25.15,99.95,DSL,No,0,0.7252649967726161,High Risk
2805-AUFQN,Female,No,No,25,Two year,19.8,475.2,No,No internet service,0,0.022829653922296467,Low Risk
0980-PVMRC,Female,No,Yes,40,Month-to-month,50.85,2036.55,DSL,No,0,0.3076275738540213,Low Risk
7233-DRTRF,Male,No,Yes,63,Month-to-month,102.4,6444.05,Fiber optic,No,0,0.47543341648699383,Medium Risk
3500-RMZLT,Female,Yes,No,15,Month-to-month,96.3,1426.75,Fiber optic,Yes,1,0.3323214831511896,Low Risk
3873-NFTGI,Male,No,No,14,Month-to-month,55.5,767.55,DSL,No,0,0.3235563436482483,Low Risk
1162-ECVII,Male,Yes,Yes,72,Two year,109.75,7932.5,Fiber optic,Yes,0,0.1384166637418142,Low Risk
7048-GXDAY,Male,No,No,39,Month-to-month,106.4,4040.65,Fiber optic,No,0,0.566663676824175,Medium Risk
8571-ZCMCX,Female,No,Yes,47,Two year,60.0,2768.65,DSL,No,0,0.01625864172491592,Low Risk
1169-WCVAK,Male,No,Yes,19,Month-to-month,88.8,1672.35,Fiber optic,Yes,0,0.15246506202432608,Low Risk
4548-SDBKE,Female,No,No,5,Month-to-month,85.2,474.8,Fiber optic,No,1,0.8156550302834156,High Risk
8066-POXGX,Female,No,No,13,Month-to-month,35.1,446.1,DSL,No,1,0.7072204548411114,High Risk
7129-CAKJW,Female,No,No,17,Month-to-month,80.05,1345.65,Fiber optic,No,0,0.7605345259369494,High Risk
8695-ARGXZ,Male,Yes,Yes,34,Month-to-month,75.55,2425.4,Fiber optic,No,0,0.5300184205952445,Medium Risk
3570-YUEKJ,Female,No,No,42,Month-to-month,49.55,2077.95,DSL,No,0,0.1805407874730484,Low Risk
4143-OOBWZ,Male,No,Yes,5,Month-to-month,81.3,416.3,Fiber optic,No,1,0.6826127979789078,Medium Risk
1555-HAPSU,Female,No,Yes,71,Two year,23.9,1663.5,No,No internet service,0,0.0015302973299012922,Low Risk
1697-NVVGY,Male,Yes,Yes,19,Month-to-month,66.4,1286.05,DSL,No,0,0.2989914834523387,Low Risk
7854-EKTJL,Female,No,No,2,Month-to-month,19.6,35.85,No,No internet service,1,0.41602835096154633,Medium Risk
8464-EETCQ,Male,No,No,57,Two year,18.8,1094.35,No,No internet service,0,0.0029781878328008528,Low Risk
2419-FSORS,Male,No,Yes,72,Two year,108.4,7719.5,Fiber optic,Yes,0,0.09139326650051735,Low Risk
8132-YPVBX,Female,No,No,6,Month-to-month,85.95,514.6,Fiber optic,No,0,0.6606848625724369,Medium Risk
9102-IAYHT,Female,No,Yes,17,Month-to-month,85.45,1451.6,Fiber optic,No,1,0.6394901792443543,Medium Risk
6754-LZUKA,Male,No,Yes,61,Two year,80.9,4932.5,DSL,No,0,0.058514606014789104,Low Risk
3422-LYEPQ,Male,No,Yes,1,Month-to-month,71.0,71.0,Fiber optic,No,1,0.8257418213117828,High Risk
8099-MZPUJ,Male,No,Yes,48,Two year,111.8,5443.65,Fiber optic,Yes,0,0.017083486466900822,Low Risk
0787-LHDYT,Male,No,No,16,Month-to-month,20.6,330.25,No,No internet service,0,0.1877164723925465,Low Risk
2642-DTVCO,Male,Yes,No,9,Month-to-month,85.05,746.5,Fiber optic,No,1,0.7682506433056455,High Risk
0374-IOEGQ,Female,No,No,3,Month-to-month,44.6,122.7,DSL,No,0,0.6681764788076242,Medium Risk
4361-JEIVL,Male,No,No,1,Month-to-month,44.4,44.4,DSL,No,1,0.6227173299051165,Medium Risk
3197-NNYNB,Male,No,No,65,Two year,105.1,6631.85,Fiber optic,No,0,0.12906114434729013,Low Risk
3396-DKDEL,Female,No,Yes,70,Two year,115.15,8250.0,Fiber optic,Yes,0,0.039149427490929346,Low Risk
1752-OZXFY,Male,No,Yes,60,One year,59.8,3561.15,DSL,No,0,0.020074131593568873,Low Risk
9066-QRSDU,Female,No,Yes,69,One year,26.3,1763.55,No,No internet service,0,0.014179943348733213,Low Risk
9112-WSNPU,Female,Yes,No,35,Month-to-month,70.55,2419.0,Fiber optic,No,0,0.5204800098454767,Medium Risk
9867-NNXLC,Female,No,No,22,Month-to-month,20.05,470.2,No,No internet service,0,0.16321608785856012,Low Risk
5321-NTRKC,Male,No,Yes,66,Two year,79.85,5234.95,DSL,No,0,0.03053784189306735,Low Risk
1363-TXLSL,Male,Yes,Yes,1,Month-to-month,70.3,70.3,Fiber optic,No,1,0.8791780262665804,High Risk
9507-EXLTT,Female,No,Yes,1,Month-to-month,79.35,79.35,Fiber optic,No,1,0.941896891748899,High Risk
3161-GETRM,Male,No,Yes,34,Month-to-month,90.05,3097.0,Fiber optic,No,0,0.3611163031535694,Low Risk
0402-OAMEN,Female,No,Yes,72,Two year,24.45,1709.1,No,No internet service,0,0.0035305538937074345,Low Risk
6933-VLYFX,Male,No,Yes,31,One year,59.95,1848.8,DSL,Yes,0,0.05297149838872399,Low Risk
6754-WKSHP,Male,No,No,30,One year,25.35,723.3,No,No internet service,0,0.0647614630366862,Low Risk
9846-GKXAS,Female,No,No,9,Month-to-month,90.8,809.75,Fiber optic,No,1,0.8712450543805156,High Risk
6017-PPLPX,Male,No,Yes,20,Month-to-month,70.45,1470.95,Fiber optic,No,1,0.394873274745716,Low Risk
4976-LNFVV,Male,Yes,Yes,19,Month-to-month,34.3,577.15,DSL,No,0,0.24557808003809867,Low Risk
5055-MGMGF,Female,No,Yes,65,Month-to-month,105.05,6914.95,Fiber optic,No,0,0.5566184592694214,Medium Risk
4641-FROLU,Female,No,Yes,30,Two year,19.3,602.9,No,No internet service,0,0.008261679830581023,Low Risk
2862-JVEOY,Male,No,No,6,One year,19.15,124.4,No,No internet service,0,0.09228566245478406,Low Risk
2969-QWUBZ,Female,No,No,2,Month-to-month,51.4,96.8,DSL,No,0,0.8675918269357874,High Risk
9822-BIIGN,Male,No,Yes,53,Month-to-month,71.85,3827.9,DSL,Yes,0,0.06770957701137217,Low Risk
2077-MPJQO,Male,Yes,Yes,7,Month-to-month,75.4,533.05,Fiber optic,No,0,0.6911687349329972,Medium Risk
1534-OULXE,Female,No,Yes,61,One year,49.7,2961.4,DSL,No,0,0.020936605398466222,Low Risk
7136-RVDTZ,Male,Yes,No,70,One year,45.25,3264.45,DSL,No,1,0.07820594778873603,Low Risk
2971-SGAFL,Female,No,No,13,Month-to-month,78.75,995.35,DSL,No,0,0.45105998698362176,Medium Risk
1480-IVEVR,Male,Yes,Yes,35,One year,81.6,2815.25,Fiber optic,No,0,0.34870779989795997,Low Risk
2905-KFQUV,Female,No,Yes,2,Month-to-month,70.4,154.8,Fiber optic,No,0,0.7288088708672639,High Risk
4581-SSPWD,Female,No,No,3,Month-to-month,75.8,246.3,Fiber optic,No,1,0.8500756233443775,High Risk
3370-HXOPH,Female,No,No,3,Month-to-month,76.1,257.6,Fiber optic,No,0,0.8306041034892236,High Risk
9391-YZEJW,Female,No,No,62,One year,94.0,5757.2,Fiber optic,No,0,0.5212562524190055,Medium Risk
9958-MEKUC,Male,No,Yes,72,Two year,103.95,7517.7,Fiber optic,Yes,0,0.01368580666130864,Low Risk
0281-CNTZX,Male,No,Yes,63,Two year,19.95,1234.8,No,No internet service,0,0.004993554352413747,Low Risk
6927-WTFIV,Male,Yes,No,20,Month-to-month,71.3,1389.2,Fiber optic,No,1,0.47203434880923095,Medium Risk
4118-CEVPF,Female,Yes,No,35,One year,110.8,3836.3,Fiber optic,Yes,0,0.16858430546363046,Low Risk
3398-ZOUAA,Male,Yes,Yes,21,Month-to-month,69.1,1474.75,Fiber optic,No,1,0.4900934755402166,Medium Risk
9114-VEPUF,Male,No,Yes,62,One year,96.1,6001.45,Fiber optic,No,0,0.13729423089856957,Low Risk
7876-BEUTG,Female,No,No,15,Month-to-month,48.8,720.1,DSL,No,0,0.41053806838324297,Medium Risk
2338-BQEZT,Female,No,No,55,Month-to-month,50.55,2832.75,DSL,No,0,0.07085514588985634,Low Risk
9873-MNDKV,Female,No,No,11,Month-to-month,44.65,472.25,DSL,No,0,0.41547975673073173,Medium Risk
0378-NHQXU,Female,No,Yes,17,Month-to-month,88.25,1460.65,Fiber optic,No,1,0.5620350754125895,Medium Risk
8241-JUIQO,Female,No,No,61,One year,19.45,1336.35,No,No internet service,0,0.016782815038676128,Low Risk
2194-IIQOF,Female,No,Yes,71,Two year,89.3,6388.65,DSL,Yes,0,0.00952236661576954,Low Risk
4512-ZUIYL,Female,No,No,2,Month-to-month,70.0,153.05,Fiber optic,No,1,0.8880508965542349,High Risk
9631-RXVJM,Male,No,No,35,Two year,19.25,677.9,No,No internet service,0,0.009793230225065801,Low Risk
9584-EXCDZ,Female,No,No,17,Month-to-month,70.5,1165.6,Fiber optic,No,0,0.7362461361468021,High Risk
7969-AULMZ,Female,No,No,21,Month-to-month,97.35,2119.5,Fiber optic,No,1,0.8299666162640578,High Risk
5093-FEGLU,Female,No,Yes,47,Two year,19.65,921.55,No,No internet service,0,0.012764837044760072,Low Risk
2621-UDNLU,Female,No,Yes,3,Month-to-month,20.85,72.0,No,No internet service,0,0.32043900074602416,Low Risk
7526-IVLYU,Male,No,No,3,Month-to-month,19.65,68.35,No,No internet service,0,0.2994619170346852,Low Risk
2428-HYUNX,Male,Yes,Yes,44,Two year,19.35,847.25,No,No internet service,0,0.0049537567776739375,Low Risk
9214-EKVXR,Female,No,No,1,Month-to-month,44.0,44.0,DSL,No,0,0.6677911017565094,Medium Risk
3410-MHHUM,Female,No,Yes,44,One year,94.4,4295.35,Fiber optic,No,0,0.16878024852510076,Low Risk
0568-ONFPC,Male,No,Yes,5,Month-to-month,25.9,135.0,No,No internet service,1,0.40500722663681527,Medium Risk
0733-VUNUW,Male,No,No,24,Month-to-month,55.65,1400.55,DSL,No,1,0.336874004192615,Low Risk
4550-EVXNY,Female,No,No,1,Month-to-month,69.65,69.65,Fiber optic,No,1,0.8824889409254397,High Risk
2122-YWVYA,Female,No,No,18,Month-to-month,75.4,1380.4,Fiber optic,No,0,0.4857840611686654,Medium Risk
2968-SSGAA,Female,No,No,10,Month-to-month,100.6,1060.2,Fiber optic,No,1,0.811893852148216,High Risk
2296-DKZFP,Female,No,Yes,65,Two year,71.0,4386.2,DSL,No,0,0.01680433210651259,Low Risk
4844-JJWUY,Female,Yes,No,1,Month-to-month,86.0,86.0,Fiber optic,No,1,0.9196792231128027,High Risk
6777-TGHTM,Female,No,No,53,One year,106.95,5785.5,Fiber optic,No,1,0.3072476940426991,Low Risk
8909-BOLNL,Male,No,No,3,One year,21.2,52.05,No,No internet service,0,0.16547329085169368,Low Risk
6603-YRDCJ,Male,No,Yes,33,Two year,61.05,2018.4,DSL,Yes,0,0.006963473458606983,Low Risk
3538-WZPHD,Male,No,No,3,Month-to-month,29.6,79.45,DSL,No,1,0.6713226249354728,Medium Risk
3229-USWAR,Female,No,No,34,One year,79.95,2727.3,DSL,Yes,0,0.09855828273156461,Low Risk
2138-VFAPZ,Female,No,Yes,14,Two year,19.7,263.65,No,No internet service,0,0.022452464024049257,Low Risk
6131-JLWZM,Female,No,No,13,Month-to-month,20.3,275.4,No,No internet service,0,0.2467503174538456,Low Risk
4785-QRJHC,Male,Yes,Yes,46,One year,59.9,2816.65,DSL,Yes,1,0.09268508530669475,Low Risk
0269-XFESX,Male,No,Yes,23,One year,24.35,538.5,No,No internet service,0,0.02986593254559102,Low Risk
1709-EJDOX,Female,No,Yes,47,Two year,19.75,948.9,No,No internet service,0,0.0037271069049237384,Low Risk
4316-XCSLJ,Male,No,No,17,Month-to-month,50.3,846.8,DSL,No,0,0.12684323448206528,Low Risk
8610-WFCJF,Female,No,Yes,49,Month-to-month,95.6,4783.5,Fiber optic,No,1,0.6146816624416603,Medium Risk
9693-XMUOB,Male,Yes,Yes,59,Month-to-month,50.25,2997.45,DSL,No,0,0.19200864906032347,Low Risk
0383-CLDDA,Female,No,No,69,Two year,85.35,5897.4,DSL,Yes,0,0.01900294335808015,Low Risk
4905-JEFDW,Male,No,No,11,One year,41.6,470.6,DSL,No,1,0.4200068798736479,Medium Risk
2709-UQGNP,Male,No,No,10,Month-to-month,51.65,524.5,DSL,No,0,0.2579812243102037,Low Risk
3549-ZTMNH,Male,No,Yes,12,Two year,24.0,269.65,No,No internet service,0,0.053353723076814095,Low Risk
7881-INRLC,Male,No,No,45,Month-to-month,100.85,4740.0,Fiber optic,No,1,0.5433706194598394,Medium Risk
8033-ATFAS,Female,No,Yes,39,Month-to-month,59.85,2341.5,DSL,No,0,0.1408040318898717,Low Risk
1635-NZATJ,Male,Yes,Yes,71,Two year,25.45,1789.65,No,No internet service,0,0.002145835500933922,Low Risk
0562-HKHML,Male,No,Yes,71,Two year,23.9,1626.4,No,No internet service,0,0.0011948506529663463,Low Risk
8277-RVRSV,Female,No,Yes,33,One year,24.15,800.3,No,No internet service,0,0.02226431245297966,Low Risk
9943-VSZUV,Male,Yes,No,67,Month-to-month,75.7,5060.85,Fiber optic,No,0,0.301310239233727,Low Risk
